COMPONENT PM10 (aerosol), day,Unnamed: 2
20010417 00:00,46.0,1.0
20010418 00:00,50.0,1.0
20010419 00:00,48.0,1.0
20010420 00:00,55.0,1.0
20010421 00:00,91.0,1.0
20010422 00:00,45.0,1.0
20010423 00:00,27.0,1.0
20010424 00:00,38.0,1.0
20010425 00:00,53.0,1.0
20010426 00:00,78.0,1.0
20010427 00:00,56.0,1.0
20010428 00:00,58.0,1.0
20010429 00:00,59.0,1.0
20010430 00:00,63.0,1.0
20010501 00:00,27.0,1.0
20010502 00:00,40.0,1.0
20010503 00:00,56.0,1.0
20010504 00:00,76.0,1.0
20010505 00:00,70.0,1.0
20010506 00:00,47.0,1.0
20010507 00:00,35.0,1.0
20010508 00:00,49.0,1.0
20010509 00:00,46.0,1.0
20010510 00:00,37.0,1.0
20010511 00:00,57.0,1.0
20010512 00:00,46.0,1.0
20010513 00:00,38.0,1.0
20010514 00:00,40.0,1.0
20010515 00:00,55.0,1.0
20010516 00:00,62.0,1.0
20010517 00:00,67.0,1.0
20010518 00:00,58.0,1.0
20010519 00:00,73.0,1.0
20010520 00:00,42.0,1.0
20010521 00:00,46.0,1.0
20010522 00:00,50.0,1.0
20010523 00:00,61.0,1.0
20010524 00:00,40.0,1.0
20010525 00:00,45.0,1.0
20010526 00:00,50.0,1.0
20010527 00:00,37.0,1.0
20010528 00:00,81.0,1.0
20010529 00:00,50.0,1.0
20010530 00:00,51.0,1.0
20010531 00:00,52.0,1.0
20010601 00:00,54.0,1.0
20010602 00:00,38.0,1.0
20010603 00:00,-9999.0,0.0
20010604 00:00,74.0,1.0
20010605 00:00,32.0,1.0
20010606 00:00,27.0,1.0
20010607 00:00,52.0,1.0
20010608 00:00,43.0,1.0
20010609 00:00,50.0,1.0
20010610 00:00,48.0,1.0
20010611 00:00,63.0,1.0
20010612 00:00,84.0,1.0
20010613 00:00,53.0,1.0
20010614 00:00,63.0,1.0
20010615 00:00,39.0,1.0
20010616 00:00,47.0,1.0
20010617 00:00,42.0,1.0
20010618 00:00,44.0,1.0
20010619 00:00,42.0,1.0
20010620 00:00,25.0,1.0
20010621 00:00,22.0,1.0
20010622 00:00,30.0,1.0
20010623 00:00,46.0,1.0
20010624 00:00,33.0,1.0
20010625 00:00,32.0,1.0
20010626 00:00,34.0,1.0
20010627 00:00,42.0,1.0
20010628 00:00,63.0,1.0
20010629 00:00,-9999.0,0.0
20010630 00:00,-9999.0,0.0
20010701 00:00,-9999.0,0.0
20010702 00:00,-9999.0,0.0
20010703 00:00,48.0,1.0
20010704 00:00,42.0,1.0
20010705 00:00,61.0,1.0
20010706 00:00,68.0,1.0
20010707 00:00,45.0,1.0
20010708 00:00,46.0,1.0
20010709 00:00,62.0,1.0
20010710 00:00,56.0,1.0
20010711 00:00,64.0,1.0
20010712 00:00,50.0,1.0
20010713 00:00,55.0,1.0
20010714 00:00,60.0,1.0
20010715 00:00,53.0,1.0
20010716 00:00,-9999.0,0.0
20010717 00:00,-9999.0,0.0
20010718 00:00,53.0,1.0
20010719 00:00,50.0,1.0
20010720 00:00,62.0,1.0
20010721 00:00,63.0,1.0
20010722 00:00,17.0,1.0
20010723 00:00,28.0,1.0
20010724 00:00,38.0,1.0
20010725 00:00,49.0,1.0
20010726 00:00,60.0,1.0
20010727 00:00,45.0,1.0
20010728 00:00,35.0,1.0
20010729 00:00,32.0,1.0
20010730 00:00,45.0,1.0
20010731 00:00,60.0,1.0
20010801 00:00,60.0,1.0
20010802 00:00,60.0,1.0
20010803 00:00,45.0,1.0
20010804 00:00,51.0,1.0
20010805 00:00,50.0,1.0
20010806 00:00,65.0,1.0
20010807 00:00,67.0,1.0
20010808 00:00,82.0,1.0
20010809 00:00,92.0,1.0
20010810 00:00,95.0,1.0
20010811 00:00,87.0,1.0
20010812 00:00,40.0,1.0
20010813 00:00,28.0,1.0
20010814 00:00,50.0,1.0
20010815 00:00,48.0,1.0
20010816 00:00,54.0,1.0
20010817 00:00,60.0,1.0
20010818 00:00,49.0,1.0
20010819 00:00,60.0,1.0
20010820 00:00,75.0,1.0
20010821 00:00,73.0,1.0
20010822 00:00,61.0,1.0
20010823 00:00,57.0,1.0
20010824 00:00,72.0,1.0
20010825 00:00,59.0,1.0
20010826 00:00,60.0,1.0
20010827 00:00,66.0,1.0
20010828 00:00,79.0,1.0
20010829 00:00,77.0,1.0
20010830 00:00,51.0,1.0
20010831 00:00,50.0,1.0
20010901 00:00,48.0,1.0
20010902 00:00,57.0,1.0
20010903 00:00,34.0,1.0
20010904 00:00,42.0,1.0
20010905 00:00,53.0,1.0
20010906 00:00,40.0,1.0
20010907 00:00,34.0,1.0
20010908 00:00,28.0,1.0
20010909 00:00,-9999.0,0.0
20010910 00:00,-9999.0,0.0
20010911 00:00,-9999.0,0.0
20010912 00:00,33.0,1.0
20010913 00:00,49.0,1.0
20010914 00:00,50.0,1.0
20010915 00:00,52.0,1.0
20010916 00:00,47.0,1.0
20010917 00:00,56.0,1.0
20010918 00:00,59.0,1.0
20010919 00:00,57.0,1.0
20010920 00:00,81.0,1.0
20010921 00:00,68.0,1.0
20010922 00:00,60.0,1.0
20010923 00:00,48.0,1.0
20010924 00:00,52.0,1.0
20010925 00:00,96.0,1.0
20010926 00:00,50.0,1.0
20010927 00:00,39.0,1.0
20010928 00:00,41.0,1.0
20010929 00:00,56.0,1.0
20010930 00:00,59.0,1.0
20011001 00:00,65.0,1.0
20011002 00:00,83.0,1.0
20011003 00:00,109.0,1.0
20011004 00:00,115.0,1.0
20011005 00:00,115.0,1.0
20011006 00:00,96.0,1.0
20011007 00:00,78.0,1.0
20011008 00:00,80.0,1.0
20011009 00:00,83.0,1.0
20011010 00:00,130.0,1.0
20011011 00:00,173.0,1.0
20011012 00:00,88.0,1.0
20011013 00:00,83.0,1.0
20011014 00:00,73.0,1.0
20011015 00:00,113.0,1.0
20011016 00:00,134.0,1.0
20011017 00:00,115.0,1.0
20011018 00:00,71.0,1.0
20011019 00:00,104.0,1.0
20011020 00:00,105.0,1.0
20011021 00:00,95.0,1.0
20011022 00:00,134.0,1.0
20011023 00:00,69.0,1.0
20011024 00:00,-9999.0,0.0
20011025 00:00,-9999.0,0.0
20011026 00:00,30.0,1.0
20011027 00:00,55.0,1.0
20011028 00:00,77.0,1.0
20011029 00:00,161.0,1.0
20011030 00:00,186.0,1.0
20011031 00:00,98.0,1.0
20011101 00:00,112.0,1.0
20011102 00:00,94.0,1.0
20011103 00:00,39.0,1.0
20011104 00:00,50.0,1.0
20011105 00:00,95.0,1.0
20011106 00:00,75.0,1.0
20011107 00:00,80.0,1.0
20011108 00:00,109.0,1.0
20011109 00:00,113.0,1.0
20011110 00:00,109.0,1.0
20011111 00:00,78.0,1.0
20011112 00:00,70.0,1.0
20011113 00:00,118.0,1.0
20011114 00:00,80.0,1.0
20011115 00:00,46.0,1.0
20011116 00:00,58.0,1.0
20011117 00:00,52.0,1.0
20011118 00:00,66.0,1.0
20011119 00:00,130.0,1.0
20011120 00:00,87.0,1.0
20011121 00:00,38.0,1.0
20011122 00:00,68.0,1.0
20011123 00:00,134.0,1.0
20011124 00:00,46.0,1.0
20011125 00:00,27.0,1.0
20011126 00:00,70.0,1.0
20011127 00:00,154.0,1.0
20011128 00:00,160.0,1.0
20011129 00:00,100.0,1.0
20011130 00:00,41.0,1.0
20011201 00:00,40.0,1.0
20011202 00:00,45.0,1.0
20011203 00:00,59.0,1.0
20011204 00:00,60.0,1.0
20011205 00:00,61.0,1.0
20011206 00:00,58.0,1.0
20011207 00:00,51.0,1.0
20011208 00:00,49.0,1.0
20011209 00:00,48.0,1.0
20011210 00:00,65.0,1.0
20011211 00:00,89.0,1.0
20011212 00:00,65.0,1.0
20011213 00:00,65.0,1.0
20011214 00:00,67.0,1.0
20011215 00:00,78.0,1.0
20011216 00:00,44.0,1.0
20011217 00:00,109.0,1.0
20011218 00:00,52.0,1.0
20011219 00:00,67.0,1.0
20011220 00:00,136.0,1.0
20011221 00:00,175.0,1.0
20011222 00:00,143.0,1.0
20011223 00:00,177.0,1.0
20011224 00:00,84.0,1.0
20011225 00:00,45.0,1.0
20011226 00:00,106.0,1.0
20011227 00:00,136.0,1.0
20011228 00:00,79.0,1.0
20011229 00:00,125.0,1.0
20011230 00:00,218.0,1.0
20011231 00:00,139.0,1.0
20020101 00:00,41.0,1.0
20020102 00:00,47.0,1.0
20020103 00:00,57.0,1.0
20020104 00:00,55.0,1.0
20020105 00:00,59.0,1.0
20020106 00:00,53.0,1.0
20020107 00:00,61.0,1.0
20020108 00:00,58.0,1.0
20020109 00:00,65.0,1.0
20020110 00:00,94.0,1.0
20020111 00:00,147.0,1.0
20020112 00:00,150.0,1.0
20020113 00:00,136.0,1.0
20020114 00:00,124.0,1.0
20020115 00:00,108.0,1.0
20020116 00:00,71.0,1.0
20020117 00:00,46.0,1.0
20020118 00:00,-9999.0,0.0
20020119 00:00,76.0,1.0
20020120 00:00,94.0,1.0
20020121 00:00,107.0,1.0
20020122 00:00,139.0,1.0
20020123 00:00,135.0,1.0
20020124 00:00,162.0,1.0
20020125 00:00,140.0,1.0
20020126 00:00,87.0,1.0
20020127 00:00,109.0,1.0
20020128 00:00,78.0,1.0
20020129 00:00,79.0,1.0
20020130 00:00,126.0,1.0
20020131 00:00,100.0,1.0
20020201 00:00,141.0,1.0
20020202 00:00,103.0,1.0
20020203 00:00,92.0,1.0
20020204 00:00,123.0,1.0
20020205 00:00,102.0,1.0
20020206 00:00,99.0,1.0
20020207 00:00,107.0,1.0
20020208 00:00,132.0,1.0
20020209 00:00,128.0,1.0
20020210 00:00,99.0,1.0
20020211 00:00,80.0,1.0
20020212 00:00,73.0,1.0
20020213 00:00,118.0,1.0
20020214 00:00,140.0,1.0
20020215 00:00,96.0,1.0
20020216 00:00,58.0,1.0
20020217 00:00,55.0,1.0
20020218 00:00,91.0,1.0
20020219 00:00,79.0,1.0
20020220 00:00,60.0,1.0
20020221 00:00,63.0,1.0
20020222 00:00,83.0,1.0
20020223 00:00,71.0,1.0
20020224 00:00,63.0,1.0
20020225 00:00,42.0,1.0
20020226 00:00,61.0,1.0
20020227 00:00,81.0,1.0
20020228 00:00,79.0,1.0
20020301 00:00,100.0,1.0
20020302 00:00,103.0,1.0
20020303 00:00,118.0,1.0
20020304 00:00,94.0,1.0
20020305 00:00,78.0,1.0
20020306 00:00,85.0,1.0
20020307 00:00,115.0,1.0
20020308 00:00,148.0,1.0
20020309 00:00,58.0,1.0
20020310 00:00,51.0,1.0
20020311 00:00,20.0,1.0
20020312 00:00,56.0,1.0
20020313 00:00,46.0,1.0
20020314 00:00,76.0,1.0
20020315 00:00,90.0,1.0
20020316 00:00,88.0,1.0
20020317 00:00,55.0,1.0
20020318 00:00,43.0,1.0
20020319 00:00,60.0,1.0
20020320 00:00,88.0,1.0
20020321 00:00,48.0,1.0
20020322 00:00,60.0,1.0
20020323 00:00,41.0,1.0
20020324 00:00,33.0,1.0
20020325 00:00,26.0,1.0
20020326 00:00,40.0,1.0
20020327 00:00,54.0,1.0
20020328 00:00,57.0,1.0
20020329 00:00,64.0,1.0
20020330 00:00,54.0,1.0
20020331 00:00,51.0,1.0
20020401 00:00,70.0,1.0
20020402 00:00,71.0,1.0
20020403 00:00,66.0,1.0
20020404 00:00,54.0,1.0
20020405 00:00,52.0,1.0
20020406 00:00,57.0,1.0
20020407 00:00,59.0,1.0
20020408 00:00,50.0,1.0
20020409 00:00,61.0,1.0
20020410 00:00,59.0,1.0
20020411 00:00,73.0,1.0
20020412 00:00,66.0,1.0
20020413 00:00,73.0,1.0
20020414 00:00,71.0,1.0
20020415 00:00,110.0,1.0
20020416 00:00,137.0,1.0
20020417 00:00,61.0,1.0
20020418 00:00,66.0,1.0
20020419 00:00,79.0,1.0
20020420 00:00,97.0,1.0
20020421 00:00,57.0,1.0
20020422 00:00,70.0,1.0
20020423 00:00,86.0,1.0
20020424 00:00,49.0,1.0
20020425 00:00,61.0,1.0
20020426 00:00,96.0,1.0
20020427 00:00,73.0,1.0
20020428 00:00,50.0,1.0
20020429 00:00,64.0,1.0
20020430 00:00,59.0,1.0
20020501 00:00,71.0,1.0
20020502 00:00,68.0,1.0
20020503 00:00,62.0,1.0
20020504 00:00,53.0,1.0
20020505 00:00,44.0,1.0
20020506 00:00,35.0,1.0
20020507 00:00,40.0,1.0
20020508 00:00,51.0,1.0
20020509 00:00,61.0,1.0
20020510 00:00,-9999.0,0.0
20020511 00:00,-9999.0,0.0
20020512 00:00,-9999.0,0.0
20020513 00:00,51.0,1.0
20020514 00:00,64.0,1.0
20020515 00:00,86.0,1.0
20020516 00:00,69.0,1.0
20020517 00:00,87.0,1.0
20020518 00:00,84.0,1.0
20020519 00:00,78.0,1.0
20020520 00:00,72.0,1.0
20020521 00:00,66.0,1.0
20020522 00:00,49.0,1.0
20020523 00:00,-9999.0,0.0
20020524 00:00,65.0,1.0
20020525 00:00,69.0,1.0
20020526 00:00,54.0,1.0
20020527 00:00,54.0,1.0
20020528 00:00,57.0,1.0
20020529 00:00,48.0,1.0
20020530 00:00,59.0,1.0
20020531 00:00,41.0,1.0
20020601 00:00,55.0,1.0
20020602 00:00,51.0,1.0
20020603 00:00,41.0,1.0
20020604 00:00,49.0,1.0
20020605 00:00,64.0,1.0
20020606 00:00,71.0,1.0
20020607 00:00,72.0,1.0
20020608 00:00,80.0,1.0
20020609 00:00,66.0,1.0
20020610 00:00,60.0,1.0
20020611 00:00,52.0,1.0
20020612 00:00,42.0,1.0
20020613 00:00,54.0,1.0
20020614 00:00,66.0,1.0
20020615 00:00,78.0,1.0
20020616 00:00,64.0,1.0
20020617 00:00,69.0,1.0
20020618 00:00,64.0,1.0
20020619 00:00,48.0,1.0
20020620 00:00,55.0,1.0
20020621 00:00,71.0,1.0
20020622 00:00,78.0,1.0
20020623 00:00,78.0,1.0
20020624 00:00,87.0,1.0
20020625 00:00,84.0,1.0
20020626 00:00,50.0,1.0
20020627 00:00,52.0,1.0
20020628 00:00,51.0,1.0
20020629 00:00,52.0,1.0
20020630 00:00,55.0,1.0
20020701 00:00,57.0,1.0
20020702 00:00,50.0,1.0
20020703 00:00,60.0,1.0
20020704 00:00,61.0,1.0
20020705 00:00,71.0,1.0
20020706 00:00,47.0,1.0
20020707 00:00,38.0,1.0
20020708 00:00,56.0,1.0
20020709 00:00,58.0,1.0
20020710 00:00,77.0,1.0
20020711 00:00,76.0,1.0
20020712 00:00,70.0,1.0
20020713 00:00,55.0,1.0
20020714 00:00,46.0,1.0
20020715 00:00,70.0,1.0
20020716 00:00,102.0,1.0
20020717 00:00,64.0,1.0
20020718 00:00,44.0,1.0
20020719 00:00,50.0,1.0
20020720 00:00,55.0,1.0
20020721 00:00,34.0,1.0
20020722 00:00,52.0,1.0
20020723 00:00,69.0,1.0
20020724 00:00,56.0,1.0
20020725 00:00,71.0,1.0
20020726 00:00,45.0,1.0
20020727 00:00,41.0,1.0
20020728 00:00,33.0,1.0
20020729 00:00,36.0,1.0
20020730 00:00,58.0,1.0
20020731 00:00,42.0,1.0
20020801 00:00,-9999.0,0.0
20020802 00:00,52.0,1.0
20020803 00:00,51.0,1.0
20020804 00:00,53.0,1.0
20020805 00:00,82.0,1.0
20020806 00:00,90.0,1.0
20020807 00:00,-9999.0,0.0
20020808 00:00,28.0,1.0
20020809 00:00,37.0,1.0
20020810 00:00,44.0,1.0
20020811 00:00,46.0,1.0
20020812 00:00,79.0,1.0
20020813 00:00,35.0,1.0
20020814 00:00,39.0,1.0
20020815 00:00,29.0,1.0
20020816 00:00,34.0,1.0
20020817 00:00,36.0,1.0
20020818 00:00,34.0,1.0
20020819 00:00,81.0,1.0
20020820 00:00,64.0,1.0
20020821 00:00,63.0,1.0
20020822 00:00,80.0,1.0
20020823 00:00,73.0,1.0
20020824 00:00,82.0,1.0
20020825 00:00,61.0,1.0
20020826 00:00,83.0,1.0
20020827 00:00,66.0,1.0
20020828 00:00,67.0,1.0
20020829 00:00,79.0,1.0
20020830 00:00,62.0,1.0
20020831 00:00,55.0,1.0
20020901 00:00,56.0,1.0
20020902 00:00,64.0,1.0
20020903 00:00,70.0,1.0
20020904 00:00,62.0,1.0
20020905 00:00,54.0,1.0
20020906 00:00,66.0,1.0
20020907 00:00,63.0,1.0
20020908 00:00,51.0,1.0
20020909 00:00,88.0,1.0
20020910 00:00,92.0,1.0
20020911 00:00,68.0,1.0
20020912 00:00,82.0,1.0
20020913 00:00,68.0,1.0
20020914 00:00,70.0,1.0
20020915 00:00,57.0,1.0
20020916 00:00,52.0,1.0
20020917 00:00,37.0,1.0
20020918 00:00,74.0,1.0
20020919 00:00,70.0,1.0
20020920 00:00,68.0,1.0
20020921 00:00,65.0,1.0
20020922 00:00,70.0,1.0
20020923 00:00,67.0,1.0
20020924 00:00,79.0,1.0
20020925 00:00,61.0,1.0
20020926 00:00,81.0,1.0
20020927 00:00,50.0,1.0
20020928 00:00,43.0,1.0
20020929 00:00,48.0,1.0
20020930 00:00,50.0,1.0
20021001 00:00,40.0,1.0
20021002 00:00,36.0,1.0
20021003 00:00,57.0,1.0
20021004 00:00,71.0,1.0
20021005 00:00,77.0,1.0
20021006 00:00,56.0,1.0
20021007 00:00,59.0,1.0
20021008 00:00,49.0,1.0
20021009 00:00,82.0,1.0
20021010 00:00,97.0,1.0
20021011 00:00,94.0,1.0
20021012 00:00,47.0,1.0
20021013 00:00,61.0,1.0
20021014 00:00,50.0,1.0
20021015 00:00,59.0,1.0
20021016 00:00,90.0,1.0
20021017 00:00,88.0,1.0
20021018 00:00,84.0,1.0
20021019 00:00,107.0,1.0
20021020 00:00,50.0,1.0
20021021 00:00,47.0,1.0
20021022 00:00,87.0,1.0
20021023 00:00,140.0,1.0
20021024 00:00,148.0,1.0
20021025 00:00,45.0,1.0
20021026 00:00,56.0,1.0
20021027 00:00,61.0,1.0
20021028 00:00,67.0,1.0
20021029 00:00,30.0,1.0
20021030 00:00,53.0,1.0
20021031 00:00,108.0,1.0
20021101 00:00,96.0,1.0
20021102 00:00,103.0,1.0
20021103 00:00,128.0,1.0
20021104 00:00,145.0,1.0
20021105 00:00,118.0,1.0
20021106 00:00,37.0,1.0
20021107 00:00,38.0,1.0
20021108 00:00,46.0,1.0
20021109 00:00,55.0,1.0
20021110 00:00,53.0,1.0
20021111 00:00,38.0,1.0
20021112 00:00,75.0,1.0
20021113 00:00,89.0,1.0
20021114 00:00,141.0,1.0
20021115 00:00,109.0,1.0
20021116 00:00,105.0,1.0
20021117 00:00,87.0,1.0
20021118 00:00,92.0,1.0
20021119 00:00,108.0,1.0
20021120 00:00,116.0,1.0
20021121 00:00,135.0,1.0
20021122 00:00,117.0,1.0
20021123 00:00,98.0,1.0
20021124 00:00,81.0,1.0
20021125 00:00,90.0,1.0
20021126 00:00,180.0,1.0
20021127 00:00,72.0,1.0
20021128 00:00,87.0,1.0
20021129 00:00,133.0,1.0
20021130 00:00,113.0,1.0
20021201 00:00,54.0,1.0
20021202 00:00,19.0,1.0
20021203 00:00,35.0,1.0
20021204 00:00,41.0,1.0
20021205 00:00,36.0,1.0
20021206 00:00,34.0,1.0
20021207 00:00,14.0,1.0
20021208 00:00,17.0,1.0
20021209 00:00,30.0,1.0
20021210 00:00,26.0,1.0
20021211 00:00,66.0,1.0
20021212 00:00,49.0,1.0
20021213 00:00,34.0,1.0
20021214 00:00,34.0,1.0
20021215 00:00,49.0,1.0
20021216 00:00,31.0,1.0
20021217 00:00,61.0,1.0
20021218 00:00,29.0,1.0
20021219 00:00,44.0,1.0
20021220 00:00,46.0,1.0
20021221 00:00,81.0,1.0
20021222 00:00,111.0,1.0
20021223 00:00,167.0,1.0
20021224 00:00,70.0,1.0
20021225 00:00,18.0,1.0
20021226 00:00,34.0,1.0
20021227 00:00,75.0,1.0
20021228 00:00,116.0,1.0
20021229 00:00,244.0,1.0
20021230 00:00,116.0,1.0
20021231 00:00,105.0,1.0
20030101 00:00,80.0,1.0
20030102 00:00,45.0,1.0
20030103 00:00,120.0,1.0
20030104 00:00,110.0,1.0
20030105 00:00,104.0,1.0
20030106 00:00,71.0,1.0
20030107 00:00,75.0,1.0
20030108 00:00,125.0,1.0
20030109 00:00,108.0,1.0
20030110 00:00,109.0,1.0
20030111 00:00,68.0,1.0
20030112 00:00,60.0,1.0
20030113 00:00,66.0,1.0
20030114 00:00,66.0,1.0
20030115 00:00,68.0,1.0
20030116 00:00,-9999.0,0.0
20030117 00:00,-9999.0,0.0
20030118 00:00,48.0,1.0
20030119 00:00,30.0,1.0
20030120 00:00,90.0,1.0
20030121 00:00,83.0,1.0
20030122 00:00,58.0,1.0
20030123 00:00,138.0,1.0
20030124 00:00,64.0,1.0
20030125 00:00,40.0,1.0
20030126 00:00,39.0,1.0
20030127 00:00,51.0,1.0
20030128 00:00,56.0,1.0
20030129 00:00,113.0,1.0
20030130 00:00,61.0,1.0
20030131 00:00,41.0,1.0
20030201 00:00,41.0,1.0
20030202 00:00,38.0,1.0
20030203 00:00,59.0,1.0
20030204 00:00,86.0,1.0
20030205 00:00,54.0,1.0
20030206 00:00,47.0,1.0
20030207 00:00,41.0,1.0
20030208 00:00,32.0,1.0
20030209 00:00,32.0,1.0
20030210 00:00,51.0,1.0
20030211 00:00,36.0,1.0
20030212 00:00,37.0,1.0
20030213 00:00,42.0,1.0
20030214 00:00,54.0,1.0
20030215 00:00,71.0,1.0
20030216 00:00,48.0,1.0
20030217 00:00,51.0,1.0
20030218 00:00,50.0,1.0
20030219 00:00,79.0,1.0
20030220 00:00,71.0,1.0
20030221 00:00,70.0,1.0
20030222 00:00,65.0,1.0
20030223 00:00,37.0,1.0
20030224 00:00,51.0,1.0
20030225 00:00,58.0,1.0
20030226 00:00,68.0,1.0
20030227 00:00,80.0,1.0
20030228 00:00,86.0,1.0
20030301 00:00,74.0,1.0
20030302 00:00,100.0,1.0
20030303 00:00,105.0,1.0
20030304 00:00,56.0,1.0
20030305 00:00,66.0,1.0
20030306 00:00,87.0,1.0
20030307 00:00,75.0,1.0
20030308 00:00,69.0,1.0
20030309 00:00,65.0,1.0
20030310 00:00,61.0,1.0
20030311 00:00,64.0,1.0
20030312 00:00,89.0,1.0
20030313 00:00,80.0,1.0
20030314 00:00,35.0,1.0
20030315 00:00,47.0,1.0
20030316 00:00,29.0,1.0
20030317 00:00,38.0,1.0
20030318 00:00,51.0,1.0
20030319 00:00,44.0,1.0
20030320 00:00,54.0,1.0
20030321 00:00,65.0,1.0
20030322 00:00,36.0,1.0
20030323 00:00,33.0,1.0
20030324 00:00,46.0,1.0
20030325 00:00,63.0,1.0
20030326 00:00,102.0,1.0
20030327 00:00,85.0,1.0
20030328 00:00,70.0,1.0
20030329 00:00,60.0,1.0
20030330 00:00,50.0,1.0
20030331 00:00,59.0,1.0
20030401 00:00,65.0,1.0
20030402 00:00,40.0,1.0
20030403 00:00,57.0,1.0
20030404 00:00,55.0,1.0
20030405 00:00,50.0,1.0
20030406 00:00,38.0,1.0
20030407 00:00,29.0,1.0
20030408 00:00,60.0,1.0
20030409 00:00,71.0,1.0
20030410 00:00,68.0,1.0
20030411 00:00,87.0,1.0
20030412 00:00,90.0,1.0
20030413 00:00,65.0,1.0
20030414 00:00,42.0,1.0
20030415 00:00,84.0,1.0
20030416 00:00,64.0,1.0
20030417 00:00,120.0,1.0
20030418 00:00,216.0,1.0
20030419 00:00,62.0,1.0
20030420 00:00,127.0,1.0
20030421 00:00,253.0,1.0
20030422 00:00,119.0,1.0
20030423 00:00,102.0,1.0
20030424 00:00,91.0,1.0
20030425 00:00,42.0,1.0
20030426 00:00,51.0,1.0
20030427 00:00,46.0,1.0
20030428 00:00,41.0,1.0
20030429 00:00,50.0,1.0
20030430 00:00,67.0,1.0
20030501 00:00,76.0,1.0
20030502 00:00,77.0,1.0
20030503 00:00,85.0,1.0
20030504 00:00,79.0,1.0
20030505 00:00,74.0,1.0
20030506 00:00,78.0,1.0
20030507 00:00,62.0,1.0
20030508 00:00,68.0,1.0
20030509 00:00,99.0,1.0
20030510 00:00,99.0,1.0
20030511 00:00,80.0,1.0
20030512 00:00,74.0,1.0
20030513 00:00,74.0,1.0
20030514 00:00,82.0,1.0
20030515 00:00,100.0,1.0
