COMPONENT PM10 (aerosol), day,Unnamed: 2
STATION AGIA SOFIA,,
20090419 00:00,-9999.0,0.0
20090420 00:00,-9999.0,0.0
20090421 00:00,-9999.0,0.0
20090422 00:00,-9999.0,0.0
20090423 00:00,-9999.0,0.0
20090424 00:00,-9999.0,0.0
20090425 00:00,-9999.0,0.0
20090426 00:00,-9999.0,0.0
20090427 00:00,-9999.0,0.0
20090428 00:00,-9999.0,0.0
20090429 00:00,-9999.0,0.0
20090430 00:00,-9999.0,0.0
20090501 00:00,-9999.0,0.0
20090502 00:00,-9999.0,0.0
20090503 00:00,-9999.0,0.0
20090504 00:00,44.0,1.0
20090505 00:00,45.0,1.0
20090506 00:00,34.0,1.0
20090507 00:00,34.0,1.0
20090508 00:00,29.0,1.0
20090509 00:00,35.0,1.0
20090510 00:00,31.0,1.0
20090511 00:00,39.0,1.0
20090512 00:00,40.0,1.0
20090513 00:00,44.0,1.0
20090514 00:00,39.0,1.0
20090515 00:00,41.0,1.0
20090516 00:00,46.0,1.0
20090517 00:00,44.0,1.0
20090518 00:00,41.0,1.0
20090519 00:00,43.0,1.0
20090520 00:00,31.0,1.0
20090521 00:00,36.0,1.0
20090522 00:00,-9999.0,0.0
20090523 00:00,-9999.0,0.0
20090524 00:00,-9999.0,0.0
20090525 00:00,-9999.0,0.0
20090526 00:00,-9999.0,0.0
20090527 00:00,-9999.0,0.0
20090528 00:00,35.0,1.0
20090529 00:00,35.0,1.0
20090530 00:00,24.0,1.0
20090531 00:00,19.0,1.0
20090601 00:00,28.0,1.0
20090602 00:00,39.0,1.0
20090603 00:00,35.0,1.0
20090604 00:00,32.0,1.0
20090605 00:00,31.0,1.0
20090606 00:00,30.0,1.0
20090607 00:00,29.0,1.0
20090608 00:00,35.0,1.0
20090609 00:00,32.0,1.0
20090610 00:00,38.0,1.0
20090611 00:00,42.0,1.0
20090612 00:00,37.0,1.0
20090613 00:00,24.0,1.0
20090614 00:00,25.0,1.0
20090615 00:00,29.0,1.0
20090616 00:00,39.0,1.0
20090617 00:00,50.0,1.0
20090618 00:00,36.0,1.0
20090619 00:00,28.0,1.0
20090620 00:00,39.0,1.0
20090621 00:00,30.0,1.0
20090622 00:00,29.0,1.0
20090623 00:00,23.0,1.0
20090624 00:00,36.0,1.0
20090625 00:00,25.0,1.0
20090626 00:00,26.0,1.0
20090627 00:00,26.0,1.0
20090628 00:00,23.0,1.0
20090629 00:00,29.0,1.0
20090630 00:00,32.0,1.0
20090701 00:00,34.0,1.0
20090702 00:00,41.0,1.0
20090703 00:00,40.0,1.0
20090704 00:00,42.0,1.0
20090705 00:00,35.0,1.0
20090706 00:00,51.0,1.0
20090707 00:00,36.0,1.0
20090708 00:00,42.0,1.0
20090709 00:00,47.0,1.0
20090710 00:00,35.0,1.0
20090711 00:00,38.0,1.0
20090712 00:00,23.0,1.0
20090713 00:00,29.0,1.0
20090714 00:00,31.0,1.0
20090715 00:00,42.0,1.0
20090716 00:00,46.0,1.0
20090717 00:00,66.0,1.0
20090718 00:00,48.0,1.0
20090719 00:00,52.0,1.0
20090720 00:00,34.0,1.0
20090721 00:00,34.0,1.0
20090722 00:00,45.0,1.0
20090723 00:00,47.0,1.0
20090724 00:00,49.0,1.0
20090725 00:00,50.0,1.0
20090726 00:00,44.0,1.0
20090727 00:00,35.0,1.0
20090728 00:00,31.0,1.0
20090729 00:00,32.0,1.0
20090730 00:00,33.0,1.0
20090731 00:00,64.0,1.0
20090801 00:00,57.0,1.0
20090802 00:00,45.0,1.0
20090803 00:00,43.0,1.0
20090804 00:00,43.0,1.0
20090805 00:00,39.0,1.0
20090806 00:00,30.0,1.0
20090807 00:00,42.0,1.0
20090808 00:00,38.0,1.0
20090809 00:00,31.0,1.0
20090810 00:00,28.0,1.0
20090811 00:00,29.0,1.0
20090812 00:00,40.0,1.0
20090813 00:00,46.0,1.0
20090814 00:00,-9999.0,0.0
20090815 00:00,44.0,1.0
20090816 00:00,49.0,1.0
20090817 00:00,42.0,1.0
20090818 00:00,46.0,1.0
20090819 00:00,65.0,1.0
20090820 00:00,61.0,1.0
20090821 00:00,39.0,1.0
20090822 00:00,35.0,1.0
20090823 00:00,38.0,1.0
20090824 00:00,40.0,1.0
20090825 00:00,53.0,1.0
20090826 00:00,57.0,1.0
20090827 00:00,60.0,1.0
20090828 00:00,60.0,1.0
20090829 00:00,54.0,1.0
20090830 00:00,49.0,1.0
20090831 00:00,41.0,1.0
20090901 00:00,47.0,1.0
20090902 00:00,35.0,1.0
20090903 00:00,44.0,1.0
20090904 00:00,52.0,1.0
20090905 00:00,55.0,1.0
20090906 00:00,34.0,1.0
20090907 00:00,33.0,1.0
20090908 00:00,26.0,1.0
20090909 00:00,32.0,1.0
20090910 00:00,55.0,1.0
20090911 00:00,57.0,1.0
20090912 00:00,51.0,1.0
20090913 00:00,44.0,1.0
20090914 00:00,53.0,1.0
20090915 00:00,56.0,1.0
20090916 00:00,60.0,1.0
20090917 00:00,53.0,1.0
20090918 00:00,53.0,1.0
20090919 00:00,49.0,1.0
20090920 00:00,37.0,1.0
20090921 00:00,35.0,1.0
20090922 00:00,44.0,1.0
20090923 00:00,54.0,1.0
20090924 00:00,70.0,1.0
20090925 00:00,61.0,1.0
20090926 00:00,55.0,1.0
20090927 00:00,36.0,1.0
20090928 00:00,37.0,1.0
20090929 00:00,57.0,1.0
20090930 00:00,78.0,1.0
20091001 00:00,75.0,1.0
20091002 00:00,68.0,1.0
20091003 00:00,49.0,1.0
20091004 00:00,20.0,1.0
20091005 00:00,34.0,1.0
20091006 00:00,51.0,1.0
20091007 00:00,55.0,1.0
20091008 00:00,55.0,1.0
20091009 00:00,69.0,1.0
20091010 00:00,64.0,1.0
20091011 00:00,50.0,1.0
20091012 00:00,44.0,1.0
20091013 00:00,-9999.0,0.0
20091014 00:00,-9999.0,0.0
20091015 00:00,-9999.0,0.0
20091016 00:00,-9999.0,0.0
20091017 00:00,-9999.0,0.0
20091018 00:00,-9999.0,0.0
20091019 00:00,-9999.0,0.0
20091020 00:00,-9999.0,0.0
20091021 00:00,-9999.0,0.0
20091022 00:00,-9999.0,0.0
20091023 00:00,-9999.0,0.0
20091024 00:00,-9999.0,0.0
20091025 00:00,-9999.0,0.0
20091026 00:00,-9999.0,0.0
20091027 00:00,-9999.0,0.0
20091028 00:00,-9999.0,0.0
20091029 00:00,-9999.0,0.0
20091030 00:00,-9999.0,0.0
20091031 00:00,-9999.0,0.0
20091101 00:00,-9999.0,0.0
20091102 00:00,-9999.0,0.0
20091103 00:00,-9999.0,0.0
20091104 00:00,-9999.0,0.0
20091105 00:00,-9999.0,0.0
20091106 00:00,-9999.0,0.0
20091107 00:00,-9999.0,0.0
20091108 00:00,-9999.0,0.0
20091109 00:00,-9999.0,0.0
20091110 00:00,-9999.0,0.0
20091111 00:00,-9999.0,0.0
20091112 00:00,-9999.0,0.0
20091113 00:00,-9999.0,0.0
20091114 00:00,-9999.0,0.0
20091115 00:00,-9999.0,0.0
20091116 00:00,-9999.0,0.0
20091117 00:00,-9999.0,0.0
20091118 00:00,-9999.0,0.0
20091119 00:00,-9999.0,0.0
20091120 00:00,-9999.0,0.0
20091121 00:00,-9999.0,0.0
20091122 00:00,-9999.0,0.0
20091123 00:00,-9999.0,0.0
20091124 00:00,-9999.0,0.0
20091125 00:00,-9999.0,0.0
20091126 00:00,-9999.0,0.0
20091127 00:00,-9999.0,0.0
20091128 00:00,-9999.0,0.0
20091129 00:00,-9999.0,0.0
20091130 00:00,-9999.0,0.0
20091201 00:00,-9999.0,0.0
20091202 00:00,-9999.0,0.0
20091203 00:00,-9999.0,0.0
20091204 00:00,-9999.0,0.0
20091205 00:00,-9999.0,0.0
20091206 00:00,-9999.0,0.0
20091207 00:00,-9999.0,0.0
20091208 00:00,-9999.0,0.0
20091209 00:00,-9999.0,0.0
20091210 00:00,-9999.0,0.0
20091211 00:00,-9999.0,0.0
20091212 00:00,-9999.0,0.0
20091213 00:00,-9999.0,0.0
20091214 00:00,-9999.0,0.0
20091215 00:00,-9999.0,0.0
20091216 00:00,-9999.0,0.0
20091217 00:00,-9999.0,0.0
20091218 00:00,-9999.0,0.0
20091219 00:00,-9999.0,0.0
20091220 00:00,-9999.0,0.0
20091221 00:00,-9999.0,0.0
20091222 00:00,-9999.0,0.0
20091223 00:00,-9999.0,0.0
20091224 00:00,-9999.0,0.0
20091225 00:00,-9999.0,0.0
20091226 00:00,-9999.0,0.0
20091227 00:00,-9999.0,0.0
20091228 00:00,-9999.0,0.0
20091229 00:00,-9999.0,0.0
20091230 00:00,-9999.0,0.0
20091231 00:00,-9999.0,0.0
20100101 00:00,-9999.0,0.0
20100102 00:00,-9999.0,0.0
20100103 00:00,-9999.0,0.0
20100104 00:00,-9999.0,0.0
20100105 00:00,-9999.0,0.0
20100106 00:00,-9999.0,0.0
20100107 00:00,-9999.0,0.0
20100108 00:00,-9999.0,0.0
20100109 00:00,-9999.0,0.0
20100110 00:00,28.0,1.0
20100111 00:00,29.0,1.0
20100112 00:00,38.0,1.0
20100113 00:00,37.0,1.0
20100114 00:00,12.0,1.0
20100115 00:00,25.0,1.0
20100116 00:00,26.0,1.0
20100117 00:00,29.0,1.0
20100118 00:00,33.0,1.0
20100119 00:00,34.0,1.0
20100120 00:00,-9999.0,0.0
20100121 00:00,-9999.0,0.0
20100122 00:00,47.0,1.0
20100123 00:00,56.0,1.0
20100124 00:00,69.0,1.0
20100125 00:00,58.0,1.0
20100126 00:00,35.0,1.0
20100127 00:00,22.0,1.0
20100128 00:00,58.0,1.0
20100129 00:00,34.0,1.0
20100130 00:00,65.0,1.0
20100131 00:00,48.0,1.0
20100201 00:00,20.0,1.0
20100202 00:00,33.0,1.0
20100203 00:00,37.0,1.0
20100204 00:00,56.0,1.0
20100205 00:00,52.0,1.0
20100206 00:00,24.0,1.0
20100207 00:00,27.0,1.0
20100208 00:00,24.0,1.0
20100209 00:00,36.0,1.0
20100210 00:00,33.0,1.0
20100211 00:00,49.0,1.0
20100212 00:00,47.0,1.0
20100213 00:00,23.0,1.0
20100214 00:00,29.0,1.0
20100215 00:00,26.0,1.0
20100216 00:00,55.0,1.0
20100217 00:00,57.0,1.0
20100218 00:00,59.0,1.0
20100219 00:00,60.0,1.0
20100220 00:00,188.0,1.0
20100221 00:00,37.0,1.0
20100222 00:00,27.0,1.0
20100223 00:00,42.0,1.0
20100224 00:00,68.0,1.0
20100225 00:00,38.0,1.0
20100226 00:00,34.0,1.0
20100227 00:00,25.0,1.0
20100228 00:00,22.0,1.0
20100301 00:00,65.0,1.0
20100302 00:00,43.0,1.0
20100303 00:00,33.0,1.0
20100304 00:00,31.0,1.0
20100305 00:00,38.0,1.0
20100306 00:00,25.0,1.0
20100307 00:00,28.0,1.0
20100308 00:00,24.0,1.0
20100309 00:00,19.0,1.0
20100310 00:00,22.0,1.0
20100311 00:00,29.0,1.0
20100312 00:00,31.0,1.0
20100313 00:00,28.0,1.0
20100314 00:00,27.0,1.0
20100315 00:00,33.0,1.0
20100316 00:00,23.0,1.0
20100317 00:00,31.0,1.0
20100318 00:00,36.0,1.0
20100319 00:00,44.0,1.0
20100320 00:00,39.0,1.0
20100321 00:00,47.0,1.0
20100322 00:00,62.0,1.0
20100323 00:00,57.0,1.0
20100324 00:00,58.0,1.0
20100325 00:00,43.0,1.0
20100326 00:00,37.0,1.0
20100327 00:00,35.0,1.0
20100328 00:00,30.0,1.0
20100329 00:00,20.0,1.0
20100330 00:00,43.0,1.0
20100331 00:00,39.0,1.0
20100401 00:00,39.0,1.0
20100402 00:00,30.0,1.0
20100403 00:00,23.0,1.0
20100404 00:00,23.0,1.0
20100405 00:00,25.0,1.0
20100406 00:00,30.0,1.0
20100407 00:00,20.0,1.0
20100408 00:00,31.0,1.0
20100409 00:00,41.0,1.0
20100410 00:00,43.0,1.0
20100411 00:00,36.0,1.0
20100412 00:00,32.0,1.0
20100413 00:00,27.0,1.0
20100414 00:00,33.0,1.0
20100415 00:00,41.0,1.0
20100416 00:00,57.0,1.0
20100417 00:00,40.0,1.0
20100418 00:00,37.0,1.0
20100419 00:00,38.0,1.0
20100420 00:00,32.0,1.0
20100421 00:00,47.0,1.0
20100422 00:00,55.0,1.0
20100423 00:00,43.0,1.0
20100424 00:00,41.0,1.0
20100425 00:00,44.0,1.0
20100426 00:00,30.0,1.0
20100427 00:00,35.0,1.0
20100428 00:00,30.0,1.0
20100429 00:00,35.0,1.0
20100430 00:00,35.0,1.0
20100501 00:00,33.0,1.0
20100502 00:00,34.0,1.0
20100503 00:00,37.0,1.0
20100504 00:00,45.0,1.0
20100505 00:00,42.0,1.0
20100506 00:00,45.0,1.0
20100507 00:00,43.0,1.0
20100508 00:00,35.0,1.0
20100509 00:00,30.0,1.0
20100510 00:00,30.0,1.0
20100511 00:00,33.0,1.0
20100512 00:00,37.0,1.0
20100513 00:00,45.0,1.0
20100514 00:00,41.0,1.0
20100515 00:00,34.0,1.0
20100516 00:00,15.0,1.0
20100517 00:00,18.0,1.0
20100518 00:00,18.0,1.0
20100519 00:00,25.0,1.0
20100520 00:00,27.0,1.0
20100521 00:00,35.0,1.0
20100522 00:00,42.0,1.0
20100523 00:00,32.0,1.0
20100524 00:00,33.0,1.0
20100525 00:00,33.0,1.0
20100526 00:00,35.0,1.0
20100527 00:00,40.0,1.0
20100528 00:00,33.0,1.0
20100529 00:00,25.0,1.0
20100530 00:00,30.0,1.0
20100531 00:00,38.0,1.0
20100601 00:00,32.0,1.0
20100602 00:00,14.0,1.0
20100603 00:00,17.0,1.0
20100604 00:00,46.0,1.0
20100605 00:00,46.0,1.0
20100606 00:00,32.0,1.0
20100607 00:00,43.0,1.0
20100608 00:00,41.0,1.0
20100609 00:00,40.0,1.0
20100610 00:00,51.0,1.0
20100611 00:00,-9999.0,0.0
20100612 00:00,57.0,1.0
20100613 00:00,55.0,1.0
20100614 00:00,62.0,1.0
20100615 00:00,-9999.0,0.0
20100616 00:00,-9999.0,0.0
20100617 00:00,-9999.0,0.0
20100618 00:00,-9999.0,0.0
20100619 00:00,-9999.0,0.0
20100620 00:00,-9999.0,0.0
20100621 00:00,-9999.0,0.0
20100622 00:00,-9999.0,0.0
20100623 00:00,-9999.0,0.0
20100624 00:00,-9999.0,0.0
20100625 00:00,31.0,1.0
20100626 00:00,30.0,1.0
20100627 00:00,22.0,1.0
20100628 00:00,27.0,1.0
20100629 00:00,38.0,1.0
20100630 00:00,35.0,1.0
20100701 00:00,40.0,1.0
20100702 00:00,45.0,1.0
20100703 00:00,37.0,1.0
20100704 00:00,43.0,1.0
20100705 00:00,36.0,1.0
20100706 00:00,43.0,1.0
20100707 00:00,37.0,1.0
20100708 00:00,31.0,1.0
20100709 00:00,36.0,1.0
20100710 00:00,31.0,1.0
20100711 00:00,31.0,1.0
20100712 00:00,45.0,1.0
20100713 00:00,53.0,1.0
20100714 00:00,50.0,1.0
20100715 00:00,55.0,1.0
20100716 00:00,54.0,1.0
20100717 00:00,51.0,1.0
20100718 00:00,51.0,1.0
20100719 00:00,49.0,1.0
20100720 00:00,48.0,1.0
20100721 00:00,56.0,1.0
20100722 00:00,43.0,1.0
20100723 00:00,49.0,1.0
20100724 00:00,59.0,1.0
20100725 00:00,-9999.0,0.0
20100726 00:00,-9999.0,0.0
20100727 00:00,-9999.0,0.0
20100728 00:00,-9999.0,0.0
20100729 00:00,41.0,1.0
20100730 00:00,-9999.0,0.0
20100731 00:00,-9999.0,0.0
20100801 00:00,-9999.0,0.0
20100802 00:00,-9999.0,0.0
20100803 00:00,-9999.0,0.0
20100804 00:00,-9999.0,0.0
20100805 00:00,-9999.0,0.0
20100806 00:00,-9999.0,0.0
20100807 00:00,-9999.0,0.0
20100808 00:00,-9999.0,0.0
20100809 00:00,-9999.0,0.0
20100810 00:00,-9999.0,0.0
20100811 00:00,-9999.0,0.0
20100812 00:00,-9999.0,0.0
20100813 00:00,83.0,1.0
20100814 00:00,73.0,1.0
20100815 00:00,61.0,1.0
20100816 00:00,63.0,1.0
20100817 00:00,67.0,1.0
20100818 00:00,61.0,1.0
20100819 00:00,65.0,1.0
20100820 00:00,57.0,1.0
20100821 00:00,41.0,1.0
20100822 00:00,34.0,1.0
20100823 00:00,36.0,1.0
20100824 00:00,43.0,1.0
20100825 00:00,54.0,1.0
20100826 00:00,61.0,1.0
20100827 00:00,54.0,1.0
20100828 00:00,52.0,1.0
20100829 00:00,50.0,1.0
20100830 00:00,47.0,1.0
20100831 00:00,52.0,1.0
20100901 00:00,36.0,1.0
20100902 00:00,24.0,1.0
20100903 00:00,34.0,1.0
20100904 00:00,38.0,1.0
20100905 00:00,35.0,1.0
20100906 00:00,37.0,1.0
20100907 00:00,46.0,1.0
20100908 00:00,47.0,1.0
20100909 00:00,51.0,1.0
20100910 00:00,43.0,1.0
20100911 00:00,34.0,1.0
20100912 00:00,31.0,1.0
20100913 00:00,37.0,1.0
20100914 00:00,43.0,1.0
20100915 00:00,60.0,1.0
20100916 00:00,68.0,1.0
20100917 00:00,70.0,1.0
20100918 00:00,67.0,1.0
20100919 00:00,50.0,1.0
20100920 00:00,39.0,1.0
20100921 00:00,41.0,1.0
20100922 00:00,39.0,1.0
20100923 00:00,35.0,1.0
20100924 00:00,36.0,1.0
20100925 00:00,45.0,1.0
20100926 00:00,29.0,1.0
20100927 00:00,49.0,1.0
20100928 00:00,38.0,1.0
20100929 00:00,33.0,1.0
20100930 00:00,24.0,1.0
20101001 00:00,33.0,1.0
20101002 00:00,33.0,1.0
20101003 00:00,32.0,1.0
20101004 00:00,26.0,1.0
20101005 00:00,37.0,1.0
20101006 00:00,32.0,1.0
20101007 00:00,20.0,1.0
20101008 00:00,37.0,1.0
20101009 00:00,36.0,1.0
20101010 00:00,49.0,1.0
20101011 00:00,73.0,1.0
20101012 00:00,35.0,1.0
20101013 00:00,32.0,1.0
20101014 00:00,40.0,1.0
20101015 00:00,33.0,1.0
20101016 00:00,27.0,1.0
20101017 00:00,51.0,1.0
20101018 00:00,25.0,1.0
20101019 00:00,28.0,1.0
20101020 00:00,35.0,1.0
20101021 00:00,48.0,1.0
20101022 00:00,32.0,1.0
20101023 00:00,37.0,1.0
20101024 00:00,40.0,1.0
20101025 00:00,56.0,1.0
20101026 00:00,43.0,1.0
20101027 00:00,37.0,1.0
20101028 00:00,20.0,1.0
20101029 00:00,32.0,1.0
20101030 00:00,54.0,1.0
20101031 00:00,57.0,1.0
20101101 00:00,72.0,1.0
20101102 00:00,71.0,1.0
20101103 00:00,72.0,1.0
20101104 00:00,87.0,1.0
20101105 00:00,110.0,1.0
20101106 00:00,105.0,1.0
20101107 00:00,85.0,1.0
20101108 00:00,66.0,1.0
20101109 00:00,47.0,1.0
20101110 00:00,215.0,1.0
20101111 00:00,257.0,1.0
20101112 00:00,147.0,1.0
20101113 00:00,97.0,1.0
20101114 00:00,86.0,1.0
20101115 00:00,94.0,1.0
20101116 00:00,74.0,1.0
20101117 00:00,62.0,1.0
20101118 00:00,54.0,1.0
20101119 00:00,56.0,1.0
20101120 00:00,69.0,1.0
20101121 00:00,53.0,1.0
20101122 00:00,36.0,1.0
20101123 00:00,47.0,1.0
20101124 00:00,21.0,1.0
20101125 00:00,44.0,1.0
20101126 00:00,30.0,1.0
20101127 00:00,57.0,1.0
20101128 00:00,57.0,1.0
20101129 00:00,150.0,1.0
20101130 00:00,67.0,1.0
20101201 00:00,144.0,1.0
20101202 00:00,83.0,1.0
20101203 00:00,56.0,1.0
20101204 00:00,38.0,1.0
20101205 00:00,44.0,1.0
20101206 00:00,67.0,1.0
20101207 00:00,82.0,1.0
20101208 00:00,82.0,1.0
20101209 00:00,93.0,1.0
20101210 00:00,27.0,1.0
20101211 00:00,28.0,1.0
20101212 00:00,65.0,1.0
20101213 00:00,28.0,1.0
20101214 00:00,36.0,1.0
20101215 00:00,33.0,1.0
20101216 00:00,44.0,1.0
20101217 00:00,84.0,1.0
20101218 00:00,106.0,1.0
20101219 00:00,77.0,1.0
20101220 00:00,53.0,1.0
20101221 00:00,85.0,1.0
20101222 00:00,84.0,1.0
20101223 00:00,98.0,1.0
20101224 00:00,80.0,1.0
20101225 00:00,44.0,1.0
20101226 00:00,54.0,1.0
20101227 00:00,49.0,1.0
20101228 00:00,35.0,1.0
20101229 00:00,46.0,1.0
20101230 00:00,54.0,1.0
20101231 00:00,72.0,1.0
