COMPONENT PM10 (aerosol), day,Unnamed: 2
20150909 00:00,17.0,1.0
20150910 00:00,20.0,1.0
20150911 00:00,21.0,1.0
20150912 00:00,9.0,1.0
20150913 00:00,11.0,1.0
20150914 00:00,17.0,1.0
20150915 00:00,19.0,1.0
20150916 00:00,17.0,1.0
20150917 00:00,21.0,1.0
20150918 00:00,31.0,1.0
20150919 00:00,27.0,1.0
20150920 00:00,17.0,1.0
20150921 00:00,21.0,1.0
20150922 00:00,17.0,1.0
20150923 00:00,24.0,1.0
20150924 00:00,22.0,1.0
20150925 00:00,16.0,1.0
20150926 00:00,14.0,1.0
20150927 00:00,7.0,1.0
20150928 00:00,7.0,1.0
20150929 00:00,8.0,1.0
20150930 00:00,8.0,1.0
20151001 00:00,8.0,1.0
20151002 00:00,14.0,1.0
20151003 00:00,16.0,1.0
20151004 00:00,15.0,1.0
20151005 00:00,19.0,1.0
20151006 00:00,19.0,1.0
20151007 00:00,-9999.0,0.0
20151008 00:00,-9999.0,0.0
20151009 00:00,-9999.0,0.0
20151010 00:00,-9999.0,0.0
20151011 00:00,-9999.0,0.0
20151012 00:00,-9999.0,0.0
20151013 00:00,10.0,1.0
20151014 00:00,12.0,1.0
20151015 00:00,15.0,1.0
20151016 00:00,18.0,1.0
20151017 00:00,17.0,1.0
20151018 00:00,16.0,1.0
20151019 00:00,16.0,1.0
20151020 00:00,21.0,1.0
20151021 00:00,12.0,1.0
20151022 00:00,7.0,1.0
20151023 00:00,7.0,1.0
20151024 00:00,17.0,1.0
20151025 00:00,20.0,1.0
20151026 00:00,27.0,1.0
20151027 00:00,-9999.0,0.0
20151028 00:00,16.0,1.0
20151029 00:00,9.0,1.0
20151030 00:00,19.0,1.0
20151031 00:00,-9999.0,0.0
20151101 00:00,22.0,1.0
20151102 00:00,43.0,1.0
20151103 00:00,48.0,1.0
20151104 00:00,44.0,1.0
20151105 00:00,-9999.0,0.0
20151106 00:00,-9999.0,0.0
20151107 00:00,33.0,1.0
20151108 00:00,25.0,1.0
20151109 00:00,16.0,1.0
20151110 00:00,-9999.0,0.0
20151111 00:00,-9999.0,0.0
20151112 00:00,19.0,1.0
20151113 00:00,35.0,1.0
20151114 00:00,39.0,1.0
20151115 00:00,21.0,1.0
20151116 00:00,22.0,1.0
20151117 00:00,18.0,1.0
20151118 00:00,40.0,1.0
20151119 00:00,62.0,1.0
20151120 00:00,46.0,1.0
20151121 00:00,40.0,1.0
20151122 00:00,10.0,1.0
20151123 00:00,20.0,1.0
20151124 00:00,23.0,1.0
20151125 00:00,16.0,1.0
20151126 00:00,16.0,1.0
20151127 00:00,9.0,1.0
20151128 00:00,14.0,1.0
20151129 00:00,6.0,1.0
20151130 00:00,17.0,1.0
20151201 00:00,23.0,1.0
20151202 00:00,13.0,1.0
20151203 00:00,9.0,1.0
20151204 00:00,24.0,1.0
20151205 00:00,22.0,1.0
20151206 00:00,29.0,1.0
20151207 00:00,29.0,1.0
20151208 00:00,28.0,1.0
20151209 00:00,41.0,1.0
20151210 00:00,19.0,1.0
20151211 00:00,18.0,1.0
20151212 00:00,23.0,1.0
20151213 00:00,27.0,1.0
20151214 00:00,37.0,1.0
20151215 00:00,45.0,1.0
20151216 00:00,24.0,1.0
20151217 00:00,21.0,1.0
20151218 00:00,20.0,1.0
20151219 00:00,33.0,1.0
20151220 00:00,44.0,1.0
20151221 00:00,51.0,1.0
20151222 00:00,33.0,1.0
20151223 00:00,49.0,1.0
20151224 00:00,61.0,1.0
20151225 00:00,35.0,1.0
20151226 00:00,28.0,1.0
20151227 00:00,48.0,1.0
20151228 00:00,63.0,1.0
20151229 00:00,34.0,1.0
20151230 00:00,12.0,1.0
20151231 00:00,12.0,1.0
