COMPONENT PM10 (aerosol), day,Unnamed: 2
20110712 00:00,47.0,1.0
20110713 00:00,43.0,1.0
20110714 00:00,41.0,1.0
20110715 00:00,39.0,1.0
20110716 00:00,37.0,1.0
20110717 00:00,35.0,1.0
20110718 00:00,44.0,1.0
20110719 00:00,45.0,1.0
20110720 00:00,51.0,1.0
20110721 00:00,30.0,1.0
20110722 00:00,30.0,1.0
20110723 00:00,29.0,1.0
20110724 00:00,25.0,1.0
20110725 00:00,32.0,1.0
20110726 00:00,27.0,1.0
20110727 00:00,25.0,1.0
20110728 00:00,35.0,1.0
20110729 00:00,36.0,1.0
20110730 00:00,20.0,1.0
20110731 00:00,21.0,1.0
20110801 00:00,26.0,1.0
20110802 00:00,25.0,1.0
20110803 00:00,29.0,1.0
20110804 00:00,33.0,1.0
20110805 00:00,31.0,1.0
20110806 00:00,25.0,1.0
20110807 00:00,21.0,1.0
20110808 00:00,27.0,1.0
20110809 00:00,33.0,1.0
20110810 00:00,34.0,1.0
20110811 00:00,20.0,1.0
20110812 00:00,22.0,1.0
20110813 00:00,28.0,1.0
20110814 00:00,30.0,1.0
20110815 00:00,30.0,1.0
20110816 00:00,36.0,1.0
20110817 00:00,44.0,1.0
20110818 00:00,37.0,1.0
20110819 00:00,29.0,1.0
20110820 00:00,29.0,1.0
20110821 00:00,30.0,1.0
20110822 00:00,35.0,1.0
20110823 00:00,33.0,1.0
20110824 00:00,47.0,1.0
20110825 00:00,51.0,1.0
20110826 00:00,59.0,1.0
20110827 00:00,28.0,1.0
20110828 00:00,27.0,1.0
20110829 00:00,35.0,1.0
20110830 00:00,36.0,1.0
20110831 00:00,35.0,1.0
20110901 00:00,46.0,1.0
20110902 00:00,51.0,1.0
20110903 00:00,35.0,1.0
20110904 00:00,43.0,1.0
20110905 00:00,34.0,1.0
20110906 00:00,33.0,1.0
20110907 00:00,30.0,1.0
20110908 00:00,49.0,1.0
20110909 00:00,62.0,1.0
20110910 00:00,31.0,1.0
20110911 00:00,34.0,1.0
20110912 00:00,34.0,1.0
20110913 00:00,41.0,1.0
20110914 00:00,47.0,1.0
20110915 00:00,57.0,1.0
20110916 00:00,53.0,1.0
20110917 00:00,56.0,1.0
20110918 00:00,44.0,1.0
20110919 00:00,35.0,1.0
20110920 00:00,39.0,1.0
20110921 00:00,19.0,1.0
20110922 00:00,33.0,1.0
20110923 00:00,40.0,1.0
20110924 00:00,48.0,1.0
20110925 00:00,46.0,1.0
20110926 00:00,45.0,1.0
20110927 00:00,28.0,1.0
20110928 00:00,34.0,1.0
20110929 00:00,53.0,1.0
20110930 00:00,37.0,1.0
20111001 00:00,33.0,1.0
20111002 00:00,32.0,1.0
20111003 00:00,37.0,1.0
20111004 00:00,42.0,1.0
20111005 00:00,52.0,1.0
20111006 00:00,63.0,1.0
20111007 00:00,61.0,1.0
20111008 00:00,42.0,1.0
20111009 00:00,11.0,1.0
20111010 00:00,14.0,1.0
20111011 00:00,27.0,1.0
20111012 00:00,34.0,1.0
20111013 00:00,39.0,1.0
20111014 00:00,16.0,1.0
20111015 00:00,26.0,1.0
20111016 00:00,21.0,1.0
20111017 00:00,17.0,1.0
20111018 00:00,48.0,1.0
20111019 00:00,67.0,1.0
20111020 00:00,60.0,1.0
20111021 00:00,75.0,1.0
20111022 00:00,71.0,1.0
20111023 00:00,57.0,1.0
20111024 00:00,47.0,1.0
20111025 00:00,40.0,1.0
20111026 00:00,28.0,1.0
20111027 00:00,31.0,1.0
20111028 00:00,48.0,1.0
20111029 00:00,53.0,1.0
20111030 00:00,44.0,1.0
20111031 00:00,54.0,1.0
20111101 00:00,63.0,1.0
20111102 00:00,74.0,1.0
20111103 00:00,67.0,1.0
20111104 00:00,61.0,1.0
20111105 00:00,58.0,1.0
20111106 00:00,63.0,1.0
20111107 00:00,56.0,1.0
20111108 00:00,62.0,1.0
20111109 00:00,67.0,1.0
20111110 00:00,59.0,1.0
20111111 00:00,19.0,1.0
20111112 00:00,28.0,1.0
20111113 00:00,32.0,1.0
20111114 00:00,25.0,1.0
20111115 00:00,31.0,1.0
20111116 00:00,75.0,1.0
20111117 00:00,88.0,1.0
20111118 00:00,103.0,1.0
20111119 00:00,-9999.0,0.0
20111120 00:00,-9999.0,0.0
20111121 00:00,-9999.0,0.0
20111122 00:00,110.0,1.0
20111123 00:00,113.0,1.0
20111124 00:00,70.0,1.0
20111125 00:00,44.0,1.0
20111126 00:00,52.0,1.0
20111127 00:00,52.0,1.0
20111128 00:00,96.0,1.0
20111129 00:00,80.0,1.0
20111130 00:00,99.0,1.0
20111201 00:00,109.0,1.0
20111202 00:00,109.0,1.0
20111203 00:00,116.0,1.0
20111204 00:00,101.0,1.0
20111205 00:00,107.0,1.0
20111206 00:00,68.0,1.0
20111207 00:00,40.0,1.0
20111208 00:00,34.0,1.0
20111209 00:00,39.0,1.0
20111210 00:00,59.0,1.0
20111211 00:00,74.0,1.0
20111212 00:00,77.0,1.0
20111213 00:00,72.0,1.0
20111214 00:00,72.0,1.0
20111215 00:00,63.0,1.0
20111216 00:00,44.0,1.0
20111217 00:00,31.0,1.0
20111218 00:00,19.0,1.0
20111219 00:00,29.0,1.0
20111220 00:00,44.0,1.0
20111221 00:00,30.0,1.0
20111222 00:00,16.0,1.0
20111223 00:00,31.0,1.0
20111224 00:00,39.0,1.0
20111225 00:00,49.0,1.0
20111226 00:00,44.0,1.0
20111227 00:00,54.0,1.0
20111228 00:00,67.0,1.0
20111229 00:00,77.0,1.0
20111230 00:00,108.0,1.0
20111231 00:00,39.0,1.0
20120101 00:00,25.0,1.0
20120102 00:00,66.0,1.0
20120103 00:00,91.0,1.0
20120104 00:00,94.0,1.0
20120105 00:00,92.0,1.0
20120106 00:00,50.0,1.0
20120107 00:00,14.0,1.0
20120108 00:00,23.0,1.0
20120109 00:00,23.0,1.0
20120110 00:00,26.0,1.0
20120111 00:00,21.0,1.0
20120112 00:00,33.0,1.0
20120113 00:00,62.0,1.0
20120114 00:00,26.0,1.0
20120115 00:00,21.0,1.0
20120116 00:00,21.0,1.0
20120117 00:00,30.0,1.0
20120118 00:00,40.0,1.0
20120119 00:00,49.0,1.0
20120120 00:00,97.0,1.0
20120121 00:00,44.0,1.0
20120122 00:00,37.0,1.0
20120123 00:00,88.0,1.0
20120124 00:00,61.0,1.0
20120125 00:00,36.0,1.0
20120126 00:00,17.0,1.0
20120127 00:00,28.0,1.0
20120128 00:00,36.0,1.0
20120129 00:00,19.0,1.0
20120130 00:00,22.0,1.0
20120131 00:00,32.0,1.0
20120201 00:00,20.0,1.0
20120202 00:00,19.0,1.0
20120203 00:00,29.0,1.0
20120204 00:00,71.0,1.0
20120205 00:00,101.0,1.0
20120206 00:00,56.0,1.0
20120207 00:00,22.0,1.0
20120208 00:00,36.0,1.0
20120209 00:00,33.0,1.0
20120210 00:00,20.0,1.0
20120211 00:00,25.0,1.0
20120212 00:00,36.0,1.0
20120213 00:00,54.0,1.0
20120214 00:00,77.0,1.0
20120215 00:00,69.0,1.0
20120216 00:00,52.0,1.0
20120217 00:00,35.0,1.0
20120218 00:00,35.0,1.0
20120219 00:00,32.0,1.0
20120220 00:00,48.0,1.0
20120221 00:00,54.0,1.0
20120222 00:00,-9999.0,0.0
20120223 00:00,-9999.0,0.0
20120224 00:00,-9999.0,0.0
20120225 00:00,20.0,1.0
20120226 00:00,13.0,1.0
20120227 00:00,18.0,1.0
20120228 00:00,17.0,1.0
20120229 00:00,23.0,1.0
20120301 00:00,21.0,1.0
20120302 00:00,42.0,1.0
20120303 00:00,26.0,1.0
20120304 00:00,25.0,1.0
20120305 00:00,48.0,1.0
20120306 00:00,37.0,1.0
20120307 00:00,37.0,1.0
20120308 00:00,32.0,1.0
20120309 00:00,28.0,1.0
20120310 00:00,48.0,1.0
20120311 00:00,35.0,1.0
20120312 00:00,37.0,1.0
20120313 00:00,32.0,1.0
20120314 00:00,29.0,1.0
20120315 00:00,29.0,1.0
20120316 00:00,31.0,1.0
20120317 00:00,43.0,1.0
20120318 00:00,53.0,1.0
20120319 00:00,64.0,1.0
20120320 00:00,77.0,1.0
20120321 00:00,68.0,1.0
20120322 00:00,61.0,1.0
20120323 00:00,58.0,1.0
20120324 00:00,60.0,1.0
20120325 00:00,51.0,1.0
20120326 00:00,36.0,1.0
20120327 00:00,38.0,1.0
20120328 00:00,34.0,1.0
20120329 00:00,48.0,1.0
20120330 00:00,44.0,1.0
20120331 00:00,30.0,1.0
20120401 00:00,35.0,1.0
20120402 00:00,19.0,1.0
20120403 00:00,36.0,1.0
20120404 00:00,44.0,1.0
20120405 00:00,47.0,1.0
20120406 00:00,32.0,1.0
20120407 00:00,49.0,1.0
20120408 00:00,43.0,1.0
20120409 00:00,25.0,1.0
20120410 00:00,25.0,1.0
20120411 00:00,33.0,1.0
20120412 00:00,32.0,1.0
20120413 00:00,33.0,1.0
20120414 00:00,48.0,1.0
20120415 00:00,11.0,1.0
20120416 00:00,28.0,1.0
20120417 00:00,50.0,1.0
20120418 00:00,25.0,1.0
20120419 00:00,25.0,1.0
20120420 00:00,29.0,1.0
20120421 00:00,28.0,1.0
20120422 00:00,21.0,1.0
20120423 00:00,28.0,1.0
20120424 00:00,41.0,1.0
20120425 00:00,37.0,1.0
20120426 00:00,22.0,1.0
20120427 00:00,41.0,1.0
20120428 00:00,32.0,1.0
20120429 00:00,32.0,1.0
20120430 00:00,45.0,1.0
20120501 00:00,37.0,1.0
20120502 00:00,47.0,1.0
20120503 00:00,50.0,1.0
20120504 00:00,51.0,1.0
20120505 00:00,39.0,1.0
20120506 00:00,36.0,1.0
20120507 00:00,41.0,1.0
20120508 00:00,45.0,1.0
20120509 00:00,41.0,1.0
20120510 00:00,34.0,1.0
20120511 00:00,30.0,1.0
20120512 00:00,39.0,1.0
20120513 00:00,42.0,1.0
20120514 00:00,36.0,1.0
20120515 00:00,17.0,1.0
20120516 00:00,16.0,1.0
20120517 00:00,21.0,1.0
20120518 00:00,20.0,1.0
20120519 00:00,24.0,1.0
20120520 00:00,19.0,1.0
20120521 00:00,25.0,1.0
20120522 00:00,30.0,1.0
20120523 00:00,18.0,1.0
20120524 00:00,15.0,1.0
20120525 00:00,27.0,1.0
20120526 00:00,20.0,1.0
20120527 00:00,27.0,1.0
20120528 00:00,23.0,1.0
20120529 00:00,25.0,1.0
20120530 00:00,24.0,1.0
20120531 00:00,37.0,1.0
20120601 00:00,38.0,1.0
20120602 00:00,29.0,1.0
20120603 00:00,27.0,1.0
20120604 00:00,25.0,1.0
20120605 00:00,29.0,1.0
20120606 00:00,17.0,1.0
20120607 00:00,18.0,1.0
20120608 00:00,27.0,1.0
20120609 00:00,29.0,1.0
20120610 00:00,32.0,1.0
20120611 00:00,28.0,1.0
20120612 00:00,34.0,1.0
20120613 00:00,36.0,1.0
20120614 00:00,26.0,1.0
20120615 00:00,31.0,1.0
20120616 00:00,42.0,1.0
20120617 00:00,21.0,1.0
20120618 00:00,24.0,1.0
20120619 00:00,31.0,1.0
20120620 00:00,34.0,1.0
20120621 00:00,-9999.0,0.0
20120622 00:00,-9999.0,0.0
20120623 00:00,46.0,1.0
20120624 00:00,46.0,1.0
20120625 00:00,37.0,1.0
20120626 00:00,38.0,1.0
20120627 00:00,24.0,1.0
20120628 00:00,28.0,1.0
20120629 00:00,37.0,1.0
20120630 00:00,36.0,1.0
20120701 00:00,30.0,1.0
20120702 00:00,31.0,1.0
20120703 00:00,-9999.0,0.0
20120704 00:00,-9999.0,0.0
20120705 00:00,57.0,1.0
20120706 00:00,59.0,1.0
20120707 00:00,54.0,1.0
20120708 00:00,53.0,1.0
20120709 00:00,54.0,1.0
20120710 00:00,70.0,1.0
20120711 00:00,45.0,1.0
20120712 00:00,63.0,1.0
20120713 00:00,43.0,1.0
20120714 00:00,53.0,1.0
20120715 00:00,48.0,1.0
20120716 00:00,61.0,1.0
20120717 00:00,46.0,1.0
20120718 00:00,35.0,1.0
20120719 00:00,43.0,1.0
20120720 00:00,45.0,1.0
20120721 00:00,51.0,1.0
20120722 00:00,40.0,1.0
20120723 00:00,41.0,1.0
20120724 00:00,47.0,1.0
20120725 00:00,55.0,1.0
20120726 00:00,56.0,1.0
20120727 00:00,49.0,1.0
20120728 00:00,43.0,1.0
20120729 00:00,44.0,1.0
20120730 00:00,58.0,1.0
20120731 00:00,49.0,1.0
20120801 00:00,42.0,1.0
20120802 00:00,39.0,1.0
20120803 00:00,50.0,1.0
20120804 00:00,47.0,1.0
20120805 00:00,-9999.0,0.0
20120806 00:00,52.0,1.0
20120807 00:00,109.0,1.0
20120808 00:00,86.0,1.0
20120809 00:00,79.0,1.0
20120810 00:00,35.0,1.0
20120811 00:00,24.0,1.0
20120812 00:00,24.0,1.0
20120813 00:00,35.0,1.0
20120814 00:00,34.0,1.0
20120815 00:00,30.0,1.0
20120816 00:00,41.0,1.0
20120817 00:00,37.0,1.0
20120818 00:00,35.0,1.0
20120819 00:00,29.0,1.0
20120820 00:00,37.0,1.0
20120821 00:00,43.0,1.0
20120822 00:00,51.0,1.0
20120823 00:00,56.0,1.0
20120824 00:00,53.0,1.0
20120825 00:00,53.0,1.0
20120826 00:00,48.0,1.0
20120827 00:00,71.0,1.0
20120828 00:00,25.0,1.0
20120829 00:00,35.0,1.0
20120830 00:00,35.0,1.0
20120831 00:00,36.0,1.0
20120901 00:00,30.0,1.0
20120902 00:00,32.0,1.0
20120903 00:00,30.0,1.0
20120904 00:00,37.0,1.0
20120905 00:00,39.0,1.0
20120906 00:00,38.0,1.0
20120907 00:00,53.0,1.0
20120908 00:00,42.0,1.0
20120909 00:00,41.0,1.0
20120910 00:00,38.0,1.0
20120911 00:00,25.0,1.0
20120912 00:00,26.0,1.0
20120913 00:00,34.0,1.0
20120914 00:00,33.0,1.0
20120915 00:00,16.0,1.0
20120916 00:00,-9999.0,0.0
20120917 00:00,-9999.0,0.0
20120918 00:00,-9999.0,0.0
20120919 00:00,39.0,1.0
20120920 00:00,40.0,1.0
20120921 00:00,16.0,1.0
20120922 00:00,23.0,1.0
20120923 00:00,36.0,1.0
20120924 00:00,36.0,1.0
20120925 00:00,44.0,1.0
20120926 00:00,54.0,1.0
20120927 00:00,55.0,1.0
20120928 00:00,-9999.0,0.0
20120929 00:00,67.0,1.0
20120930 00:00,-9999.0,0.0
20121001 00:00,75.0,1.0
20121002 00:00,-9999.0,0.0
20121003 00:00,47.0,1.0
20121004 00:00,27.0,1.0
20121005 00:00,-9999.0,0.0
20121006 00:00,43.0,1.0
20121007 00:00,-9999.0,0.0
20121008 00:00,37.0,1.0
20121009 00:00,-9999.0,0.0
20121010 00:00,-9999.0,0.0
20121011 00:00,-9999.0,0.0
20121012 00:00,-9999.0,0.0
20121013 00:00,35.0,1.0
20121014 00:00,-9999.0,0.0
20121015 00:00,-9999.0,0.0
20121016 00:00,38.0,1.0
20121017 00:00,47.0,1.0
20121018 00:00,39.0,1.0
20121019 00:00,48.0,1.0
20121020 00:00,58.0,1.0
20121021 00:00,49.0,1.0
20121022 00:00,50.0,1.0
20121023 00:00,44.0,1.0
20121024 00:00,47.0,1.0
20121025 00:00,47.0,1.0
20121026 00:00,51.0,1.0
20121027 00:00,54.0,1.0
20121028 00:00,40.0,1.0
20121029 00:00,41.0,1.0
20121030 00:00,26.0,1.0
20121031 00:00,36.0,1.0
20121101 00:00,28.0,1.0
20121102 00:00,63.0,1.0
20121103 00:00,56.0,1.0
20121104 00:00,45.0,1.0
20121105 00:00,44.0,1.0
20121106 00:00,50.0,1.0
20121107 00:00,30.0,1.0
20121108 00:00,22.0,1.0
20121109 00:00,42.0,1.0
20121110 00:00,35.0,1.0
20121111 00:00,49.0,1.0
20121112 00:00,70.0,1.0
20121113 00:00,86.0,1.0
20121114 00:00,76.0,1.0
20121115 00:00,27.0,1.0
20121116 00:00,24.0,1.0
20121117 00:00,26.0,1.0
20121118 00:00,43.0,1.0
20121119 00:00,59.0,1.0
20121120 00:00,27.0,1.0
20121121 00:00,36.0,1.0
20121122 00:00,62.0,1.0
20121123 00:00,38.0,1.0
20121124 00:00,43.0,1.0
20121125 00:00,44.0,1.0
20121126 00:00,58.0,1.0
20121127 00:00,69.0,1.0
20121128 00:00,65.0,1.0
20121129 00:00,34.0,1.0
20121130 00:00,35.0,1.0
20121201 00:00,54.0,1.0
20121202 00:00,42.0,1.0
20121203 00:00,40.0,1.0
20121204 00:00,26.0,1.0
20121205 00:00,58.0,1.0
20121206 00:00,25.0,1.0
20121207 00:00,34.0,1.0
20121208 00:00,85.0,1.0
20121209 00:00,34.0,1.0
20121210 00:00,25.0,1.0
20121211 00:00,57.0,1.0
20121212 00:00,29.0,1.0
20121213 00:00,38.0,1.0
20121214 00:00,75.0,1.0
20121215 00:00,110.0,1.0
20121216 00:00,96.0,1.0
20121217 00:00,74.0,1.0
20121218 00:00,19.0,1.0
20121219 00:00,21.0,1.0
20121220 00:00,23.0,1.0
20121221 00:00,30.0,1.0
20121222 00:00,38.0,1.0
20121223 00:00,47.0,1.0
20121224 00:00,87.0,1.0
20121225 00:00,100.0,1.0
20121226 00:00,122.0,1.0
20121227 00:00,91.0,1.0
20121228 00:00,102.0,1.0
20121229 00:00,40.0,1.0
20121230 00:00,30.0,1.0
20121231 00:00,67.0,1.0
20130101 00:00,71.0,1.0
20130102 00:00,73.0,1.0
20130103 00:00,57.0,1.0
20130104 00:00,35.0,1.0
20130105 00:00,25.0,1.0
20130106 00:00,15.0,1.0
20130107 00:00,20.0,1.0
20130108 00:00,19.0,1.0
20130109 00:00,35.0,1.0
20130110 00:00,76.0,1.0
20130111 00:00,84.0,1.0
20130112 00:00,46.0,1.0
20130113 00:00,36.0,1.0
20130114 00:00,66.0,1.0
20130115 00:00,61.0,1.0
20130116 00:00,23.0,1.0
20130117 00:00,24.0,1.0
20130118 00:00,48.0,1.0
20130119 00:00,42.0,1.0
20130120 00:00,46.0,1.0
20130121 00:00,63.0,1.0
20130122 00:00,43.0,1.0
20130123 00:00,37.0,1.0
20130124 00:00,51.0,1.0
20130125 00:00,52.0,1.0
20130126 00:00,24.0,1.0
20130127 00:00,35.0,1.0
20130128 00:00,56.0,1.0
20130129 00:00,47.0,1.0
20130130 00:00,43.0,1.0
20130131 00:00,43.0,1.0
20130201 00:00,40.0,1.0
20130202 00:00,75.0,1.0
20130203 00:00,54.0,1.0
20130204 00:00,58.0,1.0
20130205 00:00,33.0,1.0
20130206 00:00,57.0,1.0
20130207 00:00,24.0,1.0
20130208 00:00,23.0,1.0
20130209 00:00,42.0,1.0
20130210 00:00,48.0,1.0
20130211 00:00,41.0,1.0
20130212 00:00,49.0,1.0
20130213 00:00,27.0,1.0
20130214 00:00,24.0,1.0
20130215 00:00,23.0,1.0
20130216 00:00,17.0,1.0
20130217 00:00,29.0,1.0
20130218 00:00,38.0,1.0
20130219 00:00,14.0,1.0
20130220 00:00,27.0,1.0
20130221 00:00,22.0,1.0
20130222 00:00,23.0,1.0
20130223 00:00,52.0,1.0
20130224 00:00,42.0,1.0
20130225 00:00,46.0,1.0
20130226 00:00,24.0,1.0
20130227 00:00,-9999.0,0.0
20130228 00:00,-9999.0,0.0
20130301 00:00,-9999.0,0.0
20130302 00:00,54.0,1.0
20130303 00:00,42.0,1.0
20130304 00:00,39.0,1.0
20130305 00:00,33.0,1.0
20130306 00:00,31.0,1.0
20130307 00:00,33.0,1.0
20130308 00:00,37.0,1.0
20130309 00:00,44.0,1.0
20130310 00:00,55.0,1.0
20130311 00:00,50.0,1.0
20130312 00:00,38.0,1.0
20130313 00:00,26.0,1.0
20130314 00:00,42.0,1.0
20130315 00:00,21.0,1.0
20130316 00:00,22.0,1.0
20130317 00:00,23.0,1.0
20130318 00:00,30.0,1.0
20130319 00:00,63.0,1.0
20130320 00:00,54.0,1.0
20130321 00:00,42.0,1.0
20130322 00:00,15.0,1.0
20130323 00:00,21.0,1.0
20130324 00:00,34.0,1.0
20130325 00:00,32.0,1.0
20130326 00:00,58.0,1.0
20130327 00:00,31.0,1.0
20130328 00:00,26.0,1.0
20130329 00:00,29.0,1.0
20130330 00:00,44.0,1.0
20130331 00:00,64.0,1.0
20130401 00:00,44.0,1.0
20130402 00:00,45.0,1.0
20130403 00:00,27.0,1.0
20130404 00:00,30.0,1.0
20130405 00:00,40.0,1.0
20130406 00:00,54.0,1.0
20130407 00:00,46.0,1.0
20130408 00:00,14.0,1.0
20130409 00:00,18.0,1.0
20130410 00:00,25.0,1.0
20130411 00:00,37.0,1.0
20130412 00:00,31.0,1.0
20130413 00:00,32.0,1.0
20130414 00:00,23.0,1.0
20130415 00:00,18.0,1.0
20130416 00:00,18.0,1.0
20130417 00:00,28.0,1.0
20130418 00:00,33.0,1.0
20130419 00:00,32.0,1.0
20130420 00:00,31.0,1.0
20130421 00:00,33.0,1.0
20130422 00:00,39.0,1.0
20130423 00:00,33.0,1.0
20130424 00:00,41.0,1.0
20130425 00:00,44.0,1.0
20130426 00:00,52.0,1.0
20130427 00:00,39.0,1.0
20130428 00:00,23.0,1.0
20130429 00:00,48.0,1.0
20130430 00:00,79.0,1.0
20130501 00:00,-9999.0,0.0
20130502 00:00,-9999.0,0.0
20130503 00:00,22.0,1.0
20130504 00:00,22.0,1.0
20130505 00:00,15.0,1.0
20130506 00:00,18.0,1.0
20130507 00:00,14.0,1.0
20130508 00:00,14.0,1.0
20130509 00:00,13.0,1.0
20130510 00:00,14.0,1.0
20130511 00:00,15.0,1.0
20130512 00:00,12.0,1.0
20130513 00:00,9.0,1.0
20130514 00:00,8.0,1.0
20130515 00:00,12.0,1.0
